run,label,text_params,image_params,epoch,loss,val_i2t_r1,val_i2t_r5,val_i2t_r10,val_t2i_r1,gamma,hardest_negative_margin,grad_norm,seconds
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,67,4.0307,0.116,0.358,0.509,0.0816,0.3774,-0.1183,0.2921,1629.7
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,68,4.0309,0.12,0.344,0.501,0.078,0.3778,-0.118,0.2911,1617.1
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,69,4.0257,0.114,0.355,0.516,0.0736,0.3774,-0.1185,0.292,1683.1
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,70,4.0271,0.129,0.352,0.512,0.0792,0.3781,-0.1193,0.2918,1686.4
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,71,4.0214,0.117,0.363,0.511,0.0812,0.3786,-0.1191,0.2903,1681.2
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,72,4.0231,0.129,0.35,0.5,0.0798,0.3786,-0.1187,0.2908,1679.5
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,73,4.0202,0.107,0.357,0.506,0.0806,0.3784,-0.1185,0.2938,1665.3
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,74,4.0186,0.125,0.355,0.517,0.0794,0.3787,-0.1187,0.2923,1590.8
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,75,4.0184,0.128,0.364,0.511,0.0782,0.379,-0.1186,0.2909,1699.7
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,76,4.0173,0.124,0.356,0.51,0.0808,0.379,-0.1192,0.2919,1598.1
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,77,4.0129,0.129,0.362,0.511,0.0804,0.3797,-0.1201,0.2923,1678.2
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,78,4.0142,0.123,0.365,0.511,0.0804,0.3791,-0.1194,0.2911,1729.7
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,79,4.0133,0.125,0.378,0.52,0.0837,0.3792,-0.1187,0.2909,1638.8
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,80,4.012,0.12,0.345,0.516,0.0837,0.3799,-0.1201,0.2926,1710.9
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,81,4.01,0.126,0.363,0.501,0.0788,0.3792,-0.1193,0.2921,1543.9
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,82,4.0096,0.129,0.355,0.521,0.0824,0.38,-0.1203,0.2913,1363.4
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,83,4.0087,0.128,0.366,0.522,0.0818,0.3794,-0.1198,0.2924,1411.4
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,84,4.0067,0.133,0.355,0.51,0.0806,0.3798,-0.1207,0.2916,1406.2
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,85,4.0056,0.124,0.349,0.516,0.0794,0.3792,-0.12,0.294,1393.0
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,86,4.0033,0.122,0.366,0.51,0.0816,0.38,-0.1205,0.2919,1396.4
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,87,4.0016,0.125,0.355,0.508,0.0792,0.3794,-0.1203,0.291,1390.9
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,88,4.0042,0.124,0.351,0.502,0.082,0.3798,-0.1201,0.2936,1404.6
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,89,3.9999,0.132,0.351,0.519,0.08,0.3806,-0.1209,0.2908,1386.7
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,90,3.9981,0.125,0.367,0.516,0.079,0.3802,-0.1207,0.2919,1415.1
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,91,3.9985,0.131,0.34,0.505,0.0808,0.3798,-0.121,0.2935,1453.2
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,92,3.9987,0.124,0.355,0.513,0.08,0.3802,-0.1206,0.2946,1409.9
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,93,3.9978,0.12,0.353,0.506,0.0806,0.3797,-0.1206,0.2928,1425.5
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,94,3.9966,0.126,0.359,0.509,0.08,0.3807,-0.1208,0.293,1553.5
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,95,3.9963,0.127,0.364,0.51,0.081,0.3806,-0.1213,0.2925,1381.0
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,96,3.9941,0.136,0.367,0.509,0.0808,0.3803,-0.1203,0.292,1360.9
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,97,3.9947,0.11,0.351,0.518,0.0782,0.3801,-0.1201,0.2925,1363.0
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,98,3.9913,0.122,0.36,0.502,0.0824,0.3807,-0.1203,0.2907,1396.8
k2,"1 qubit/type, 2 layers, 2 captions per image",1156525,159668,99,3.9914,0.126,0.353,0.511,0.0824,0.3808,-0.1208,0.2939,1435.3
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,0,6.1525,0.012,0.066,0.121,0.01,0.1604,-0.186,0.0574,4211.8
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,1,5.5904,0.028,0.121,0.198,0.0241,0.246,-0.1591,0.128,3764.3
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,2,5.3173,0.042,0.158,0.265,0.0301,0.2835,-0.1437,0.1475,3973.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,3,5.1582,0.056,0.182,0.291,0.0369,0.3077,-0.1377,0.159,3907.6
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,4,5.0451,0.06,0.192,0.324,0.0413,0.3241,-0.1328,0.1667,3911.0
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,5,4.9602,0.062,0.214,0.344,0.0463,0.3364,-0.1291,0.1733,3882.3
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,6,4.8931,0.078,0.229,0.364,0.052,0.3452,-0.1256,0.1803,3701.5
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,7,4.8407,0.074,0.242,0.361,0.0568,0.352,-0.1227,0.1859,3750.5
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,8,4.798,0.078,0.258,0.387,0.062,0.3566,-0.1194,0.1907,3695.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,9,4.7624,0.083,0.259,0.402,0.0636,0.3601,-0.1165,0.1962,3694.5
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,10,4.7317,0.079,0.272,0.423,0.0628,0.3624,-0.1133,0.2003,3726.1
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,11,4.7051,0.081,0.276,0.431,0.0654,0.3652,-0.1111,0.2025,3673.9
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,12,4.6821,0.089,0.276,0.428,0.0678,0.3676,-0.1091,0.2081,3724.0
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,13,4.6605,0.096,0.291,0.427,0.0706,0.37,-0.1073,0.2125,3653.6
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,14,4.6419,0.092,0.297,0.428,0.0722,0.3712,-0.1053,0.2166,3744.0
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,15,4.6246,0.092,0.301,0.433,0.076,0.3731,-0.1044,0.2215,3728.9
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,16,4.608,0.094,0.3,0.45,0.0732,0.3744,-0.1035,0.2264,3682.9
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,17,4.5931,0.092,0.316,0.456,0.0738,0.3764,-0.1027,0.2297,3706.5
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,18,4.5792,0.097,0.312,0.452,0.077,0.3774,-0.1015,0.2336,3674.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,19,4.5656,0.094,0.315,0.458,0.0772,0.3785,-0.1011,0.2357,3717.3
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,20,4.556,0.104,0.313,0.469,0.0826,0.3801,-0.1002,0.2383,3725.8
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,21,4.5451,0.099,0.325,0.472,0.0802,0.3805,-0.0998,0.2436,3692.9
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,22,4.536,0.089,0.33,0.472,0.0808,0.3819,-0.0994,0.2446,3761.0
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,23,4.5266,0.095,0.336,0.485,0.0851,0.3825,-0.099,0.2467,3690.3
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,24,4.518,0.115,0.335,0.488,0.081,0.3832,-0.0989,0.251,3729.5
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,25,4.5102,0.109,0.335,0.489,0.0816,0.3832,-0.0982,0.2496,3722.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,26,4.5022,0.117,0.335,0.503,0.0835,0.3841,-0.0982,0.2545,3662.1
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,27,4.4952,0.112,0.334,0.499,0.082,0.3845,-0.0977,0.2561,3699.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,28,4.489,0.111,0.314,0.487,0.0818,0.385,-0.0976,0.2591,3744.4
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,29,4.4824,0.112,0.326,0.49,0.0853,0.3853,-0.0973,0.2587,3658.3
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,30,4.4767,0.119,0.33,0.504,0.0835,0.3858,-0.0969,0.2585,3672.4
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,31,4.4699,0.113,0.326,0.498,0.0849,0.3864,-0.0971,0.264,3710.1
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,32,4.4655,0.112,0.327,0.498,0.0845,0.3867,-0.0972,0.2674,3676.3
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,33,4.4596,0.116,0.324,0.491,0.082,0.3868,-0.097,0.2656,3782.3
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,34,4.4546,0.125,0.328,0.488,0.0871,0.3872,-0.097,0.2679,3895.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,35,4.4502,0.116,0.336,0.495,0.0843,0.3877,-0.0968,0.2687,3798.6
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,36,4.4455,0.124,0.329,0.492,0.0841,0.3879,-0.0965,0.2681,3805.0
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,37,4.4414,0.121,0.313,0.497,0.0855,0.3878,-0.0968,0.2701,3811.9
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,38,4.437,0.129,0.323,0.506,0.0822,0.3878,-0.0967,0.2695,3868.7
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,39,4.4334,0.122,0.314,0.497,0.0828,0.3888,-0.0968,0.2725,3787.8
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,40,4.4295,0.121,0.33,0.501,0.0851,0.3891,-0.0968,0.273,3738.7
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,41,4.4265,0.127,0.343,0.496,0.0861,0.3893,-0.0965,0.2756,4097.0
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,42,4.422,0.119,0.332,0.488,0.0871,0.3902,-0.0973,0.2782,3939.6
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,43,4.419,0.123,0.333,0.49,0.0843,0.3897,-0.0971,0.2744,3855.0
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,44,4.4152,0.12,0.32,0.489,0.0863,0.3901,-0.0969,0.2743,3946.8
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,45,4.4123,0.123,0.33,0.495,0.0877,0.39,-0.0971,0.2745,3973.4
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,46,4.4097,0.118,0.347,0.496,0.0853,0.39,-0.0971,0.2781,3991.6
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,47,4.4054,0.11,0.333,0.496,0.0859,0.3906,-0.0975,0.2788,3845.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,48,4.4034,0.116,0.327,0.504,0.0871,0.3906,-0.0969,0.2801,4592.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,49,4.4001,0.122,0.338,0.502,0.0883,0.39,-0.0971,0.2783,5220.9
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,50,4.3974,0.124,0.349,0.501,0.0847,0.3906,-0.0974,0.2804,5237.6
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,51,4.3954,0.118,0.338,0.507,0.0877,0.3911,-0.0973,0.2793,5103.2
k5,"1 qubit/type, 2 layers, 5 captions per image",1156525,159668,52,4.3923,0.121,0.33,0.5,0.0851,0.3909,-0.0974,0.2832,3763.3
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,0,5.4562,0.009,0.043,0.08,0.0058,0.1002,-0.1985,0.0687,14854.2
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,1,5.0782,0.014,0.078,0.13,0.0134,0.181,-0.1814,0.2131,12548.9
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,2,4.8294,0.03,0.109,0.176,0.0177,0.2201,-0.1644,0.2742,10374.7
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,3,4.679,0.031,0.114,0.211,0.0219,0.2437,-0.1562,0.2987,10056.6
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,4,4.5677,0.042,0.155,0.245,0.0287,0.2624,-0.1501,0.3087,10003.5
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,5,4.4804,0.04,0.173,0.268,0.0335,0.2777,-0.1458,0.3181,11363.0
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,6,4.4026,0.042,0.19,0.295,0.0375,0.2923,-0.1449,0.3253,12647.3
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,7,4.3382,0.051,0.201,0.326,0.0411,0.3022,-0.1421,0.3316,12144.9
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,8,4.2855,0.056,0.217,0.318,0.0403,0.3112,-0.1397,0.3349,13261.9
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,9,4.2391,0.058,0.218,0.334,0.0435,0.3193,-0.1378,0.3412,10318.3
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,10,4.2038,0.057,0.23,0.345,0.0457,0.3241,-0.1335,0.3458,11158.2
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,11,4.1687,0.065,0.221,0.355,0.051,0.3304,-0.1316,0.3512,9851.7
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,12,4.1365,0.068,0.238,0.356,0.0499,0.3356,-0.1291,0.3561,12170.1
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,13,4.1096,0.072,0.245,0.359,0.0538,0.3401,-0.128,0.3606,11073.8
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,14,4.0838,0.075,0.241,0.378,0.059,0.3435,-0.1247,0.3668,11588.1
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,15,4.057,0.078,0.258,0.391,0.058,0.3475,-0.1238,0.372,11644.3
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,16,4.0361,0.081,0.259,0.402,0.0618,0.3497,-0.1215,0.373,11305.4
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,17,4.0223,0.083,0.259,0.395,0.059,0.3527,-0.1198,0.3806,11383.4
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,18,4.0039,0.079,0.278,0.403,0.0624,0.3536,-0.117,0.3822,11184.3
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,19,3.987,0.085,0.281,0.407,0.0608,0.3566,-0.1159,0.3891,11167.9
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,20,3.966,0.092,0.302,0.422,0.0682,0.3591,-0.1144,0.3942,11404.4
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,21,3.9562,0.082,0.305,0.431,0.0632,0.3606,-0.1131,0.4007,12821.4
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,22,3.9412,0.079,0.304,0.434,0.068,0.3631,-0.1121,0.4003,12095.4
long,"1 qubit/type, 2 layers (reference executor)",1156525,159668,23,3.9294,0.094,0.311,0.439,0.0676,0.3639,-0.1115,0.4068,11146.6
